marriage_id,clan_id,spouse_a_id,spouse_b_id,marry_year,divorce_year
299,1,656,657,1936,
300,1,660,659,1929,
301,1,662,661,1922,
302,1,664,663,1937,
303,1,665,666,1930,
304,1,669,670,1941,
305,1,671,672,1947,
306,1,673,674,1923,
307,1,675,676,1931,
308,1,677,678,1927,
309,1,679,680,1928,
310,1,682,681,1919,
311,1,683,684,1923,
312,1,686,685,1933,
313,1,687,688,1935,
314,1,689,690,1942,
315,1,691,692,1929,
316,1,693,694,1923,
317,1,696,695,1915,
318,1,697,698,1916,
319,1,700,699,1927,
320,1,702,701,1924,
321,1,704,703,1932,
322,1,706,705,1918,
323,1,708,707,1922,
324,1,710,709,1930,
325,1,713,712,1935,1956
326,1,715,714,1938,
327,1,717,716,1938,
328,1,718,719,1947,
329,1,721,720,1951,
330,1,723,722,1944,
331,1,724,725,1931,1965
332,1,726,727,1925,
333,1,728,729,1933,
334,1,730,731,1935,
335,1,733,732,1927,
336,1,735,734,1942,
337,1,737,736,1950,
338,1,738,739,1948,
339,1,740,741,1943,
340,1,742,743,1931,
341,1,745,744,1930,
342,1,746,747,1924,
343,1,750,749,1940,
344,1,751,752,1948,
345,1,753,754,1952,
346,1,755,756,1947,
347,1,757,758,1938,
348,1,759,760,1935,1964
349,1,762,763,1943,
350,1,764,765,1938,
351,1,766,767,1950,
352,1,770,769,1942,
353,1,771,772,1952,
354,1,773,774,1929,
355,1,775,776,1934,
356,1,777,778,1946,
357,1,779,780,1945,
358,1,781,782,1945,
359,1,784,783,1944,1963
360,1,785,786,1950,
361,1,787,788,1949,
362,1,791,792,1949,
363,1,794,793,1938,
364,1,796,795,1950,
365,1,798,797,1946,
366,1,800,799,1945,
367,1,801,802,1943,
368,1,804,803,1940,
369,1,805,806,1939,
370,1,808,807,1928,
371,1,810,809,1915,
372,1,812,811,1928,
373,1,814,813,1915,
374,1,816,815,1922,
375,1,817,818,1927,
376,1,819,820,1938,
377,1,821,822,1923,
378,1,823,824,1923,
379,1,826,825,1937,
380,1,828,827,1929,
381,1,830,829,1929,
382,1,832,831,1926,
383,1,833,834,1932,
384,1,835,836,1934,
385,1,838,837,1936,
386,1,839,840,1930,
387,1,842,841,1926,
388,1,844,843,1937,
389,1,846,847,1933,
390,1,848,849,1928,
391,1,851,850,1931,
392,1,854,855,1932,
393,1,856,857,1946,
394,1,858,859,1941,
395,1,861,860,1937,
396,1,863,862,1940,
397,1,865,864,1941,
398,1,867,866,1929,
399,1,870,869,1921,
400,1,871,872,1927,
401,1,874,873,1939,
402,1,876,875,1947,
403,1,877,878,1938,
404,1,880,879,1939,
405,1,882,881,1942,
406,1,883,884,1923,
407,1,885,886,1926,
408,1,889,888,1943,
409,1,892,891,1940,
410,1,894,893,1937,1948
411,1,895,896,1937,
412,1,898,897,1934,
413,1,900,899,1925,
414,1,902,901,1928,
415,1,904,903,1931,
416,1,905,906,1925,
417,1,907,908,1911,
418,1,909,910,1920,
419,1,911,912,1920,1936
420,1,913,914,1934,
421,1,915,916,1923,
422,1,918,917,1917,
423,1,920,919,1924,
424,1,921,922,1916,
425,1,923,924,1929,
426,1,925,926,1927,
427,1,928,927,1916,
428,1,930,929,1920,
429,1,932,931,1922,
430,1,934,933,1917,
431,1,935,936,1919,
432,1,937,938,1921,1937
433,1,939,940,1923,1945
434,1,942,941,1937,
435,1,944,943,1933,
436,1,947,946,1953,
437,1,949,948,1943,
438,1,950,951,1926,
439,1,953,952,1928,
440,1,954,955,1945,1963
441,1,957,956,1931,
442,1,959,958,1944,
443,1,960,961,1948,
444,1,962,963,1919,1930
445,1,965,964,1918,
446,1,967,966,1930,
447,1,969,968,1922,
448,1,972,971,1924,
449,1,974,973,1931,
450,1,976,975,1937,1971
451,1,977,978,1927,
452,1,979,980,1941,
453,1,983,984,1933,
454,1,985,986,1940,
455,1,988,987,1931,
456,1,990,989,1932,
457,1,992,993,1939,
458,1,994,995,1943,
459,1,996,997,1944,
460,1,999,998,1938,1946
461,1,1000,1001,1932,1961
462,1,1003,1002,1928,
463,1,1005,1004,1926,
464,1,1006,1007,1925,
465,1,1009,1008,1930,
466,1,1010,1011,1936,
467,1,1014,1013,1936,
468,1,1015,1016,1934,
469,1,1018,1019,1942,
470,1,1020,1021,1941,
471,1,1022,1023,1935,
472,1,1024,1025,1934,
473,1,1026,1027,1942,
474,1,1029,1028,1923,
475,1,1031,1030,1929,
476,1,1032,1033,1933,
477,1,1035,1036,1928,
478,1,1038,1037,1945,
479,1,1041,1040,1956,1976
480,1,1043,1042,1940,
481,1,1044,1045,1945,
482,1,1047,1046,1933,
483,1,1049,1048,1932,
484,1,1051,1052,1930,
485,1,1053,1054,1942,
486,1,1056,1055,1932,
487,1,1057,1058,1935,
488,1,1059,1060,1940,
489,1,1063,1062,1938,1949
490,1,1064,1065,1947,
491,1,1067,1066,1952,
492,1,1068,1069,1941,1950
493,1,1071,1072,1938,
494,1,1073,1074,1934,
495,1,1076,1077,1912,
496,1,1078,1079,1919,
497,1,1080,1081,1920,
498,1,1083,1082,1923,1943
499,1,1085,1084,1935,
500,1,1086,1087,1927,
501,1,1089,1088,1937,
502,1,1090,1091,1952,
503,1,1093,1092,1946,1969
504,1,1095,1094,1946,
505,1,1098,1099,1926,1942
506,1,1101,1102,1922,
507,1,1104,1103,1946,
508,1,1106,1105,1931,
509,1,1108,1107,1939,
510,1,1113,1112,1922,
511,1,1114,1115,1920,
512,1,1117,1118,1936,
513,1,1119,1120,1945,
514,1,1121,1122,1932,
515,1,1124,1123,1923,
516,1,1125,1126,1929,
517,1,1127,1128,1926,
518,1,1129,1130,1933,
519,1,1131,1132,1944,
520,1,1133,1134,1937,
521,1,1136,1135,1939,
522,1,1138,1137,1932,
523,1,1140,1139,1932,
524,1,1142,1141,1918,1931
525,1,1144,1143,1926,
526,1,1146,1145,1926,
527,1,1147,1148,1911,
528,1,1149,1150,1904,
529,1,1152,1151,1922,
530,1,1155,1156,1915,
531,1,1158,1157,1924,
532,1,1159,1160,1926,
533,1,1162,1161,1920,
534,1,1163,1164,1908,
535,1,1166,1165,1925,
536,1,1168,1167,1919,
537,1,1170,1171,1948,
538,1,1172,1173,1935,
539,1,1174,1175,1930,1941
540,1,1177,1176,1933,1949
541,1,1178,1179,1933,1946
542,1,1180,1181,1926,
543,1,1183,1182,1947,1968
544,1,1185,1184,1950,1954
545,1,1186,1187,1959,
546,1,1188,1189,1948,
547,1,1191,1192,1951,
548,1,1194,1193,1949,
549,1,1195,1196,1949,
550,1,1199,1198,1938,
551,1,1200,1201,1931,
552,1,1202,1203,1932,
553,1,1205,1204,1937,
554,1,1206,1207,1935,
555,1,1209,1208,1926,
556,1,1210,1211,1919,
557,1,1212,1213,1925,
558,1,1215,1216,1912,
559,1,1217,1218,1919,
560,1,1220,1219,1949,
561,1,1221,1222,1947,
562,1,1223,1224,1931,
563,1,1226,1225,1935,
564,1,1227,1228,1923,1936
565,1,1229,1230,1932,
566,1,1232,1233,1936,
567,1,1235,1234,1932,
568,1,1236,1237,1931,1961
569,1,1238,1239,1950,
570,1,1241,1240,1945,
571,1,1242,1243,1959,
572,1,1245,1244,1946,
573,1,1247,1246,1938,
574,1,1248,1249,1934,
575,1,1251,1250,1933,
576,1,1253,1252,1939,
577,1,1255,1254,1943,1963
578,1,1257,1256,1949,
579,1,1258,1259,1943,
580,1,1260,1261,1951,
581,1,1263,1262,1941,
582,1,1264,1265,1934,1965
583,1,1267,1266,1943,
584,1,1269,1268,1938,
585,1,1271,1270,1951,
586,1,1272,1273,1938,
587,1,1275,1274,1935,
588,1,1277,1278,1926,
589,1,1280,1279,1944,
590,1,1283,1282,1954,
591,1,1286,1287,1949,1977
592,1,1289,1290,1947,1972
593,1,1291,1292,1923,
594,1,1293,1294,1927,
595,1,1297,1296,1921,
596,1,1300,1299,1943,
597,1,1302,1301,1945,
598,1,1303,1304,1937,
599,1,1305,1306,1943,
600,1,1307,1308,1954,1967
601,1,1309,1310,1963,
602,1,1313,1312,1957,
603,1,1314,1315,1955,
604,1,1317,1318,1954,
605,1,1320,1319,1960,
606,1,1322,1321,1956,
607,1,1323,1324,1960,
608,1,1326,1325,1948,
609,1,1328,1327,1953,
610,1,1331,1330,1955,
611,1,1334,1333,1937,
612,1,1335,1336,1936,
613,1,1340,1339,1922,
614,1,1342,1343,1921,
615,1,1344,1345,1911,
616,1,1347,1346,1938,
617,1,1349,1348,1925,
618,1,1351,1350,1934,1940
619,1,1353,1352,1918,1936
620,1,1355,1354,1925,
621,1,1356,1357,1929,1955
622,1,1359,1358,1925,
623,1,1361,1360,1940,1966
624,1,1363,1364,1933,
625,1,1366,1365,1934,
626,1,1368,1367,1940,
627,1,1370,1369,1928,
628,1,1372,1371,1924,
629,1,1373,1374,1931,
630,1,1377,1376,1929,
631,1,1378,1379,1928,
632,1,1381,1380,1934,
633,1,1382,1383,1932,
634,1,1385,1384,1934,
635,1,1387,1386,1932,
636,1,1389,1388,1949,
637,1,1390,1391,1936,
638,1,1393,1392,1946,
639,1,1395,1394,1935,
640,1,1397,1398,1943,
641,1,1400,1399,1935,1943
642,1,1402,1401,1929,
643,1,1403,1404,1934,
644,1,1405,1406,1934,
645,1,1408,1407,1935,
646,1,1410,1409,1933,
647,1,1411,1412,1936,
648,1,1414,1413,1934,1954
649,1,1415,1416,1924,
650,1,1418,1417,1928,
651,1,1419,1420,1925,
652,1,1422,1421,1926,
653,1,1423,1424,1913,
654,1,1426,1425,1923,
655,1,1428,1427,1913,
656,1,1429,1430,1908,
657,1,1433,1432,1923,
658,1,1434,1435,1918,
659,1,1437,1438,1928,
660,1,1440,1439,1933,
661,1,1441,1442,1934,
662,1,1444,1443,1937,
663,1,1445,1446,1926,
664,1,1449,1448,1926,
665,1,1450,1451,1927,
666,1,1453,1452,1935,1968
667,1,1457,1456,1921,
668,1,1460,1459,1925,
669,1,1461,1462,1934,
670,1,1463,1464,1914,
671,1,1466,1465,1923,
672,1,1468,1467,1928,
673,1,1469,1470,1927,
674,1,1472,1471,1926,
675,1,1473,1474,1927,
676,1,1475,1476,1924,
677,1,1478,1477,1918,
678,1,1479,1480,1919,
679,1,1482,1483,1930,1958
680,1,1485,1484,1922,
681,1,1486,1487,1928,
682,1,1489,1490,1932,
683,1,1492,1491,1928,
684,1,1494,1493,1930,
685,1,1496,1495,1929,
686,1,1499,1498,1934,
687,1,1501,1500,1931,
688,1,1504,1505,1941,1967
689,1,1507,1506,1938,
690,1,1508,1509,1921,
691,1,1511,1510,1930,
692,1,1514,1513,1923,
693,1,1515,1516,1927,
694,1,1518,1517,1929,1963
695,1,1520,1519,1916,1936
696,1,1522,1521,1931,
697,1,1524,1523,1923,
698,1,1527,1526,1915,
699,1,1528,1529,1941,
700,1,1531,1530,1940,1970
701,1,1533,1532,1943,
702,1,1534,1535,1930,
703,1,1537,1536,1933,
704,1,1538,1539,1950,
705,1,1541,1540,1930,
706,1,1544,1543,1932,
707,1,1545,1546,1928,
708,1,1548,1549,1930,
709,1,1550,1551,1918,
710,1,1553,1554,1933,
711,1,1555,1556,1933,
712,1,1558,1559,1936,1940
713,1,1560,1561,1937,
714,1,1562,1563,1939,
715,1,1564,1565,1935,
716,1,1566,1567,1938,
717,1,1569,1570,1938,
718,1,1572,1571,1941,
719,1,1574,1573,1946,1962
720,1,1576,1575,1945,
721,1,1578,1577,1940,
722,1,1580,1579,1949,
723,1,1583,1582,1938,
724,1,1585,1584,1954,
725,1,1587,1586,1946,
726,1,1588,1589,1952,
727,1,1591,1590,1950,
728,1,1595,1594,1950,
729,1,1597,1596,1973,
730,1,1598,1599,1959,1966
731,1,1601,1600,1958,
732,1,1603,1602,1966,
733,1,1604,1605,1966,1983
734,1,1607,1606,1964,
735,1,1609,1610,1959,
736,1,1612,1611,1956,
737,1,1613,1614,1960,
738,1,1616,1617,1964,
739,1,1618,1619,1978,
740,1,1621,1620,1961,
741,1,1623,1624,1962,
742,1,1626,1625,1953,
743,1,1627,1628,1957,
744,1,1629,1630,1967,
745,1,1632,1631,1961,1967
746,1,1634,1633,1951,
747,1,1638,1637,1942,1946
748,1,1640,1639,1948,
749,1,1642,1641,1939,
750,1,1643,1644,1940,
751,1,1645,1646,1949,1969
752,1,1648,1647,1958,
753,1,1649,1650,1959,
754,1,1652,1651,1953,
755,1,1653,1654,1955,
756,1,1655,1656,1946,
757,1,1657,1658,1949,
758,1,1659,1660,1954,
759,1,1662,1661,1968,
760,1,1663,1664,1963,
761,1,1666,1665,1980,1986
762,1,1668,1667,1959,
763,1,1669,1670,1967,
764,1,1671,1672,1961,
765,1,1673,1674,1966,
766,1,1675,1676,1968,
767,1,1678,1679,1966,
768,1,1681,1680,1971,
769,1,1683,1682,1969,
770,1,1684,1685,1978,1989
771,1,1687,1686,1973,1980
772,1,1689,1688,1957,
773,1,1690,1691,1950,
774,1,1692,1693,1950,
775,1,1694,1695,1959,
776,1,1696,1697,1953,
777,1,1699,1698,1973,
778,1,1700,1701,1964,1969
779,1,1704,1703,1950,
780,1,1706,1707,1957,
781,1,1708,1709,1956,
782,1,1711,1710,1953,
783,1,1714,1713,1954,
784,1,1715,1716,1950,
785,1,1718,1717,1960,
786,1,1719,1720,1947,
787,1,1722,1721,1941,
788,1,1723,1724,1944,
789,1,1726,1725,1952,1981
790,1,1727,1728,1945,
791,1,1730,1729,1952,
792,1,1731,1732,1955,
793,1,1735,1734,1949,
794,1,1737,1736,1955,
795,1,1738,1739,1959,
796,1,1741,1740,1953,
797,1,1743,1742,1957,1988
798,1,1745,1744,1959,1980
799,1,1747,1746,1951,
800,1,1749,1748,1950,
801,1,1750,1751,1949,
802,1,1753,1752,1956,
803,1,1755,1754,1960,
804,1,1756,1757,1958,
805,1,1759,1758,1962,
806,1,1761,1762,1972,
807,1,1764,1763,1952,
808,1,1765,1766,1954,1972
809,1,1768,1767,1939,
810,1,1769,1770,1939,1953
811,1,1772,1771,1940,
812,1,1773,1774,1945,
813,1,1777,1776,1946,
814,1,1779,1778,1954,
815,1,1781,1780,1955,
816,1,1782,1783,1948,
817,1,1785,1784,1968,
818,1,1787,1786,1955,
819,1,1790,1789,1956,
820,1,1791,1792,1954,
821,1,1793,1794,1954,
822,1,1795,1796,1951,
823,1,1797,1798,1964,
824,1,1801,1800,1956,
825,1,1803,1802,1951,
826,1,1804,1805,1946,
827,1,1806,1807,1947,
828,1,1808,1809,1953,
829,1,1811,1810,1940,
830,1,1812,1813,1960,
831,1,1814,1815,1951,
832,1,1818,1817,1953,
833,1,1821,1820,1968,
834,1,1823,1822,1972,
835,1,1825,1824,1974,
836,1,1827,1826,1965,
837,1,1828,1829,1975,
838,1,1830,1831,1987,
839,1,1833,1832,1977,
840,1,1834,1835,1959,
841,1,1836,1837,1964,
842,1,1839,1838,1963,
843,1,1840,1841,1968,
844,1,1842,1843,1955,1980
845,1,1844,1845,1968,
846,1,1847,1846,1968,
847,1,1848,1849,1951,
848,1,1850,1851,1958,
849,1,1853,1852,1957,1990
850,1,1854,1855,1969,
851,1,1856,1857,1974,
852,1,1859,1858,1963,
853,1,1861,1860,1967,
854,1,1862,1863,1970,
855,1,1865,1866,1961,
856,1,1868,1867,1953,
857,1,1869,1870,1968,
858,1,1871,1872,1959,1991
859,1,1874,1875,1953,
860,1,1878,1879,1969,
861,1,1881,1880,1956,
862,1,1883,1884,1957,
863,1,1885,1886,1957,
864,1,1887,1888,1954,
865,1,1890,1889,1957,
866,1,1892,1891,1963,1977
867,1,1894,1893,1953,
868,1,1895,1896,1974,
869,1,1900,1899,1968,
870,1,1902,1901,1957,
871,1,1903,1904,1958,
872,1,1906,1905,1958,
873,1,1907,1908,1952,1963
874,1,1909,1910,1968,
875,1,1911,1912,1976,
876,1,1913,1914,1967,
877,1,1916,1915,1968,
878,1,1917,1918,1979,
879,1,1919,1920,1972,1999
880,1,1922,1921,1976,
881,1,1923,1924,1964,
882,1,1926,1925,1974,
883,1,1927,1928,1976,
884,1,1931,1930,1969,
885,1,1933,1932,1968,1981
886,1,1934,1935,1972,
887,1,1937,1938,1974,
888,1,1939,1940,1953,
889,1,1942,1941,1951,
890,1,1944,1943,1957,
891,1,1945,1946,1951,
892,1,1947,1948,1954,
893,1,1949,1950,1947,1952
894,1,1951,1952,1951,
895,1,1954,1953,1940,
896,1,1957,1956,1954,
897,1,1959,1958,1955,
898,1,1960,1961,1968,
899,1,1963,1962,1961,
900,1,1965,1964,1951,
901,1,1966,1967,1962,
902,1,1969,1968,1957,
903,1,1970,1971,1960,1974
904,1,1973,1972,1967,
905,1,1974,1975,1969,
906,1,1977,1976,1970,
907,1,1979,1978,1978,
908,1,1981,1980,1971,
909,1,1983,1984,1961,
910,1,1985,1986,1965,
911,1,1988,1989,1960,
912,1,1991,1990,1947,
913,1,1993,1992,1949,
914,1,1994,1995,1953,
915,1,1997,1996,1959,1992
916,1,1999,1998,1954,
917,1,2001,2000,1955,
918,1,2002,2003,1967,
919,1,2004,2005,1959,
920,1,2007,2006,1965,
921,1,2010,2009,1961,
922,1,2011,2012,1977,
923,1,2014,2013,1974,
924,1,2016,2015,1960,
925,1,2018,2017,1958,
926,1,2019,2020,1953,
927,1,2023,2022,1951,
928,1,2027,2026,1976,
929,1,2029,2028,1959,
930,1,2030,2031,1966,
931,1,2033,2034,1955,
932,1,2035,2036,1953,
933,1,2038,2037,1950,
934,1,2040,2039,1954,1988
935,1,2042,2041,1960,
936,1,2044,2043,1952,
937,1,2046,2045,1951,
938,1,2047,2048,1957,
939,1,2050,2049,1963,
940,1,2052,2051,1964,
941,1,2054,2053,1975,
942,1,2056,2055,1960,
943,1,2058,2057,1972,2000
944,1,2060,2059,1976,
945,1,2062,2061,1967,1986
946,1,2064,2063,1966,
947,1,2065,2066,1974,2006
948,1,2067,2068,1974,
949,1,2070,2071,1975,
950,1,2072,2073,1986,
951,1,2075,2074,1951,
952,1,2077,2078,1950,
953,1,2079,2080,1966,
954,1,2081,2082,1953,
955,1,2083,2084,1959,
956,1,2086,2085,1961,
957,1,2087,2088,1961,
958,1,2090,2089,1957,1987
959,1,2092,2091,1956,1960
960,1,2093,2094,1953,
961,1,2096,2095,1967,1995
962,1,2097,2098,1961,1986
963,1,2100,2099,1951,
964,1,2101,2102,1944,
965,1,2103,2104,1950,
966,1,2106,2105,1949,
967,1,2108,2107,1964,1983
968,1,2110,2109,1961,
969,1,2112,2111,1960,
970,1,2113,2114,1953,
971,1,2115,2116,1961,1974
972,1,2118,2117,1962,1972
973,1,2119,2120,1970,
974,1,2121,2122,1964,
975,1,2124,2123,1955,
976,1,2126,2125,1971,
977,1,2128,2129,1971,
978,1,2130,2131,1969,1992
979,1,2132,2133,1958,
980,1,2134,2135,1960,
981,1,2137,2138,1954,
982,1,2139,2140,1953,
983,1,2141,2142,1957,
984,1,2144,2143,1963,
985,1,2148,2147,1951,
986,1,2149,2150,1951,
987,1,2151,2152,1953,
988,1,2154,2153,1958,1989
989,1,2156,2157,1948,
990,1,2158,2159,1962,
991,1,2161,2160,1971,
992,1,2162,2163,1970,
993,1,2165,2164,1965,
994,1,2166,2167,1967,
995,1,2169,2168,1957,
996,1,2171,2170,1957,
997,1,2172,2173,1944,
998,1,2175,2176,1960,
999,1,2178,2177,1954,
1000,1,2179,2180,1955,
1001,1,2182,2183,1954,
1002,1,2184,2185,1963,
1003,1,2186,2187,1964,
1004,1,2188,2189,1968,
1005,1,2191,2190,1960,
1006,1,2193,2194,1961,
1007,1,2195,2196,1958,
1008,1,2197,2198,1968,
1009,1,2199,2200,1981,1998
1010,1,2202,2201,1975,
1011,1,2204,2203,1963,
1012,1,2205,2206,1967,
1013,1,2208,2207,1971,
1014,1,2209,2210,1960,
1015,1,2212,2211,1967,
1016,1,2213,2214,1966,
1017,1,2215,2216,1970,
1018,1,2217,2218,1983,
1019,1,2220,2219,1986,
1020,1,2222,2221,1971,
1021,1,2224,2223,1978,
1022,1,2225,2226,1976,
1023,1,2229,2228,1984,
1024,1,2231,2230,1980,
1025,1,2232,2233,1975,
1026,1,2235,2236,1986,
1027,1,2237,2238,1975,1979
1028,1,2241,2240,1956,
1029,1,2242,2243,1964,
1030,1,2244,2245,1958,
1031,1,2247,2246,1957,
1032,1,2249,2248,1953,
1033,1,2250,2251,1951,1976
1034,1,2252,2253,1959,
1035,1,2255,2254,1958,
1036,1,2257,2256,1966,
1037,1,2259,2258,1965,
1038,1,2260,2261,1981,
1039,1,2263,2262,1965,
